price_actual,total_renewable_energy
53.22,25239
51.56,25191
50.25,25234
50.58,24219
56.23,22649
61.11,20243
65.47,18934
72.15,19529
70.59,18872
63.82,17501
61.59,15883
50.67,14449
47.53,14669
43.03,14568
40.66,14444
38.69,14480
42.18,14423
47.11,14878
51.52,15089
61.28,16609
62.79,7295
62.3,18603
61.89,18747
62.07,18352
61.56,18533
59.1,18476
56.85,18109
56.87,17681
59.31,17538
62.97,17678
67.64,18264
71.03,19153
67.94,19093
62.07,17728
57.11,15844
49.56,15486
44.71,15713
39.98,16166
38.47,15979
38.59,16076
40.37,15218
48.83,14200
57.5,14346
63.01,16265
64.43,18247
63.56,19723
63.03,20204
62.21,20096
61.46,19996
63.23,19617
60.96,18771
61.13,18066
62.67,17320
64.33,16500
71.24,16484
73.14,16974
68.57,16581
62.16,15511
59.52,14027
59.79,13232
54.35,12889
50.77,12539
48.12,12383
46.08,11998
46.54,11946
46.58,11862
48.86,11612
58.4,12245
61.86,14098
63.25,16303
61.09,17519
60.73,17576
59.65,18116
59.12,18027
51.19,19530
49.22,19440
49.8,18740
55.86,16916
65.21,15224
67.25,15727
64.36,15196
60.14,14324
56.95,12440
49.53,13182
48.1,13657
44.51,13761
44.17,13915
43.2,13938
44.51,13750
43.76,13798
42.92,13573
48.78,14170
49.33,15793
47.43,17321
46.95,18140
44.16,18282
40.99,18659
29.23,18725
25.48,18191
25.89,16960
40.6,16004
47.4,15632
62.94,16143
68.95,16428
64.63,15854
54.58,15242
46.56,13784
41.77,14207
38.8,14553
37.85,14181
36.29,13804
37.3,13676
43.43,14536
58.83,14143
63.44,14118
63.24,16156
63.37,17507
63.3,18883
63.35,19335
63.34,19402
60.89,18560
53.15,18491
49.49,18183
48.89,18084
56.83,17054
67.64,15829
73.64,15476
69.59,16041
65.54,15718
61.11,14592
50.4,13240
42.18,13448
39.88,12425
40.36,11855
40.05,11271
44.61,10285
52.28,9584
54.18,11709
66.02,12619
65.73,14694
65.79,16287
65,17252
62.56,17068
58.09,17421
58.26,17222
53.68,16872
51.7,16719
53.56,16814
56.96,17073
66.35,17392
69.85,17192
64.14,16555
60.33,15522
52.79,14653
37.28,9360
33.18,9422
32.12,9448
35.39,9512
27.82,9850
38.39,9753
40.02,9831
38.74,9436
47.67,9240
49.8,9676
49.57,9624
49.88,10305
52.52,10738
52.97,10553
45.73,10464
42.12,10481
41.29,9681
41.21,8359
40.79,10172
45.41,10966
54.08,11833
54.03,11932
51.93,11043
40.64,9625
43.12,17688
39.66,18405
39.24,18409
39.83,18342
39.53,18214
43.04,18664
44.1,18953
48.71,18477
56.05,18439
54.79,20129
53.66,21078
54.71,21767
54.8,22264
55.07,22633
55.94,22913
54.37,23458
54.73,23397
55.11,22597
54.82,21347
53.83,21281
64.35,21372
69.09,21402
61.16,21557
52.74,20664
51.81,11846
50.68,12660
45.13,14252
48.52,16324
47.09,16690
45.05,17117
51.31,17494
52.05,18571
55.52,19738
58.02,19619
59.28,20561
60.18,21807
59.98,22885
59.19,23862
60.88,24895
54.81,25535
54.58,25015
53.68,24386
53.86,22115
44.91,21257
50.59,20824
60.24,20230
54.46,19197
49.88,18337
54.48,11192
46.82,11389
38.66,11336
38.36,11418
37.55,11920
36.54,12446
37.25,12436
37.7,12398
43.25,11545
50.22,12336
49.49,14189
49.02,15255
42.65,15398
46.09,15849
43.4,16391
36.37,16986
34.8,17088
34.2,16545
30.45,16255
29.08,15628
39.73,15858
46.17,16227
40.67,15986
30.27,15438
44.24,8252
34.39,7784
29.73,7378
29.04,8327
30.18,9125
30.74,10014
33.02,10777
31.36,11694
31.18,12608
38.93,13730
42.15,14529
43.48,14980
42.74,15771
38.63,16498
31.9,16840
27.45,17400
26.6,17570
32.33,17714
40.53,17098
45.05,16478
53.34,16931
61.65,16898
56.94,16980
52.91,18958
56.16,9746
52.51,8800
45.85,8461
47.06,8089
43.96,8466
44.89,7832
49.86,7141
49.77,7592
56.92,8585
59.24,10596
57.3,12657
57.11,13409
57.51,14232
57.14,14529
54.18,14385
44.96,14502
44.17,14257
45.12,14989
47.13,13850
54.16,13205
57.23,12274
64.02,12241
60.91,12277
57.21,10721
55.23,10741
52.94,9705
50.71,9140
45.38,8835
46.04,8546
52.97,8078
56.85,7851
56.54,7441
64.07,7428
69.33,8447
71.98,10451
71.22,11853
64.57,13021
64.09,13590
58.74,13329
55.03,13006
52.27,13551
54.82,13506
55.67,13086
57.92,11690
63.63,10379
68.53,10099
58.82,10392
52.45,9794
52.03,7318
40.69,6333
39.18,6091
38.42,5531
37.88,4941
38.44,4806
41.04,5096
47.08,5662
53.98,5999
55.19,7704
56.46,9702
58.03,10829
58.73,11428
58.14,11685
56.91,11615
55.87,11203
54.52,11508
55.14,11237
57.3,10364
59.12,9718
64.47,8680
71.47,8337
67.08,8441
60.61,7014
59.76,8504
56.07,8285
51.78,8206
48.33,8036
48.25,7933
50.56,7744
58.8,7157
59.13,6787
65.31,7348
68.85,8314
71.12,9400
70.67,10363
69.53,11550
69.41,12269
65.67,12220
62.52,12096
62.77,12338
62.93,12230
64.41,11750
67.65,11198
72.2,10795
74.66,10829
67.8,9491
62.13,9078
64.91,6116
57.98,6565
53.23,6906
53.14,7887
53.09,8998
53.03,10396
66.18,11299
67.76,11528
72.21,11605
70.97,12634
72.51,13212
73.14,14389
73.04,15822
72.53,16045
71.31,16868
68.79,17660
67.97,17674
69.46,17306
70.29,16741
70.05,14440
71.85,13834
76.06,13658
72.89,13747
70.87,13854
62.78,7357
58.58,7727
54.5,8158
56.51,8373
55.26,8556
54.46,8475
55.62,7441
57.27,7946
60.34,9031
62.79,9761
67.75,10320
67.11,11365
64.85,11510
64.06,11396
63.68,10441
60.91,9875
56.35,9331
54.38,10594
54.93,11978
54.93,11652
62.68,11513
68.22,11035
67.73,9954
63.59,8594
63.79,6145
55.03,5632
52.14,5202
52.16,5382
47.52,5031
47.1,4714
47.44,4854
46.2,6545
44.43,8101
46.78,8517
49.43,9227
46.1,9442
42.98,9264
44.19,9016
41.6,8373
36.38,7790
29.87,7103
32.2,6881
39.82,7523
44.14,7816
54.4,7781
66.71,7379
62.81,6438
57.72,5695
52.23,13904
47.1,13383
45.45,13312
43.36,13014
43.19,12584
47.82,12222
54.76,11851
61.54,11441
68.55,12393
70.7,13576
68.46,14998
66.45,16189
63.02,17286
62.03,17680
60.27,18006
55.88,18882
55.14,19706
59.11,19827
61.75,18769
64.98,17516
68.67,16106
72.5,16340
67.97,15298
59.93,14543
52,13430
46.43,13260
44.67,13094
38.9,12860
38.18,12943
40.3,12847
46.07,12340
56.23,12412
61.92,13716
63.9,14888
64.57,15427
64.4,15444
59.64,15553
58.3,16175
57.74,16909
52.27,17435
51.27,17263
53.43,16529
54.98,15347
59.18,14572
62.25,14592
67.78,15242
63.04,14648
56.72,13630
52.96,11811
48.99,12158
45.23,11775
41.6,11153
41.75,10867
44.06,10558
50.49,10322
56.49,10841
62.96,11329
64.1,11872
67.43,12278
68,12955
68.04,13093
68.29,12506
65.86,11955
62.66,11433
63.08,10995
64.44,10625
64.18,10351
65.54,10412
71.29,10806
77.57,11483
71.6,10148
64.74,8319
65.82,7917
61.88,7228
55.28,6748
55.77,6484
53.36,6533
53.6,6696
60.82,7455
63.77,8128
66.56,9494
68.01,10573
68.49,11367
68.91,11414
66.49,11810
63.34,12237
59.1,11960
56.56,12323
56.47,12322
56.85,11758
60.83,10743
67.23,10648
70.61,11809
65.22,10534
59.65,8566
65.28,7766
56.93,7458
54.25,7096
53.63,7053
52.4,6815
53.68,6539
64.86,6662
68.56,6861
71.32,8575
72.66,9548
72.55,10223
73.13,10903
72.85,11173
72.98,10530
70.41,9574
68.83,9401
68.1,8659
69.11,8670
69.68,8112
71.83,8803
75.55,8340
80.34,9224
75.49,8629
70.98,7439
66.33,6774
62.64,7381
59.61,7616
59.71,6848
61.86,6381
59.79,6159
61.27,5957
59.66,6291
63.96,6835
66.62,7094
66.92,8688
66.03,10283
62.21,11609
59.03,13062
53.38,13476
46.76,14466
44.63,15107
44.44,14593
46.33,14402
50.81,14554
62.49,12517
68.51,10620
66.88,9533
59.84,9048
61.06,8921
48.24,9322
46.94,9252
47.72,9330
45.39,9358
44.46,9617
45.62,9585
43.69,9637
45.81,9674
47.75,9377
52.04,10613
53.29,11342
53.71,11637
55.35,11818
53.5,11497
47.16,10904
46.75,11024
48.04,11095
51.52,10604
56.58,10518
71.09,8843
80.35,9044
78.57,8473
71.36,7475
68.55,6444
62.65,5698
58.53,5155
57.86,4816
59.24,4849
61.79,4532
67.21,4954
68.93,5809
72.92,7238
75.37,8487
75.03,9983
75.1,10489
74.77,11451
73.67,11344
71.85,11536
66.48,11651
65.28,11512
65.67,11443
61.67,11183
63.21,11115
68.99,10939
72.11,11903
67.54,11570
55.67,11857
55.28,12529
53.92,13164
51.3,14049
50.53,13871
52.2,13127
52.5,11227
54.89,10711
62.66,10379
69.37,11289
70.56,12086
71.21,13266
71.03,14091
69.8,14997
67.92,15181
63.57,15563
53.87,16084
53.26,16045
54.75,15716
54.17,15477
55.67,15136
65.08,14300
72.02,14291
66.04,13940
56.44,12887
54.49,13117
49.93,12984
45.19,12938
45.34,12651
46.11,12397
49.76,12052
55.5,10900
62.56,10056
68.45,10464
69.17,11221
70.21,12146
71.14,12431
70.69,12628
70,12519
64.05,12182
59.22,12453
57.37,12321
61.76,11799
63.18,10883
63.25,9853
71.03,9354
78.01,9748
71.74,8893
68.39,7184
70.17,6786
67.51,6720
63.48,6380
65.51,5749
65.3,5704
65.02,5898
68.49,6385
71.8,6853
75.98,8063
77.11,8958
78.33,9907
78.52,10651
78.43,10780
77.53,10775
75.74,10286
71.68,10084
71.38,10145
71.82,9813
72.94,9438
75.62,8481
79.04,8180
77.04,8021
72.01,6769
70.39,5438
68.87,5319
67,5405
66.93,6001
64.97,6125
66.4,6135
68.96,5228
70.71,6331
74.2,7473
74.66,8777
76.39,9756
76.17,10476
76,10548
74.31,10511
72.06,10375
66.96,9444
65.17,8953
65.71,8682
64.97,8215
65.21,7785
67.89,8536
74.05,9686
67.24,8944
61.3,8056
67.87,9171
57.79,10825
51.5,11107
51.91,12214
48.7,12304
48.28,12416
52.2,12231
51.98,11512
56.74,10672
62.42,10281
63.5,11171
65.48,11687
63.98,11659
65.16,11326
64.2,10690
56.43,10697
54.35,10656
54.86,10112
57.12,9338
62,8320
67.16,7603
73.17,8545
69.88,8409
62.64,8076
52.84,8117
45.73,9778
42.73,11285
44.96,11652
42.09,11456
42,11405
44.48,11722
41.15,11862
46.4,12234
50.31,12725
55.36,11513
55.33,11337
58.99,11598
64.14,11898
57.98,12418
46.07,13135
38,14243
40.42,14135
43.36,13543
47.56,12382
52.15,11365
71.6,11910
67.98,11292
52.82,11233
50.36,12170
46.34,13594
41.6,14971
42.68,15930
42.73,17242
44.32,16983
49.99,15149
54.21,13847
61.16,13875
61.69,15362
62.11,16412
62.84,17134
64.17,17536
64.15,17358
59.91,16835
54.55,16885
52.81,17128
55.92,16918
57.61,16336
59.71,15616
63.03,15215
71.32,15304
67.31,14159
62.29,12783
61.58,12379
52.55,12403
50.68,12647
50.49,12682
49.77,12518
51.59,11613
61.25,10326
66.59,10415
70.95,10830
73.05,11832
71.92,13126
73.69,13531
73.94,13697
74.4,13422
74.21,12764
74.03,12435
71.56,11555
72.52,10571
74.6,9676
76.26,8965
76.91,8440
82.52,9274
75.67,8988
72.89,7149
70.98,8048
69.47,8273
68.04,8138
65.71,8063
64.01,7487
65.64,7371
69.22,7919
69.07,7211
73.94,8773
76.08,9856
74.14,11449
75.03,12223
74.06,12800
74.15,12531
71.52,12356
69.47,12601
67.04,12518
69.08,12301
68.53,11448
69.85,10416
74.56,9842
79.71,10091
76.44,9767
71.49,9706
67.58,9605
67.27,9143
64.88,8810
64.07,8877
62.79,9254
62.93,9300
65.95,8893
67.76,9534
71.27,11197
71.36,12768
70.8,14508
69.22,15151
70.21,15467
68.59,15656
64.12,15345
58.51,15697
57.82,15568
58.01,15179
57.86,14135
62.01,13151
67.88,12193
72.9,12649
67.65,12106
58.01,11928
56.22,7721
49.32,6216
49.79,5695
50.5,5257
46.78,5017
46.97,4947
48.52,4803
47.39,5252
48.05,7126
52.58,9354
51.6,11022
52.04,11405
52.58,11045
53.91,10678
49.91,10237
46.89,9444
47.11,8853
48.29,7804
59.97,8122
67.61,8245
69.78,8846
75.24,9223
73.71,8436
73.01,8241
63.84,20405
56.43,20866
53.77,20955
53.68,20696
54.01,20028
53.83,19633
54.68,18472
54.28,17903
58.44,18662
57.27,19655
59.09,20926
59.8,21709
58.05,21774
57.73,22211
53.95,21504
47.47,21457
43.2,21123
44.24,20061
48.47,19151
52.68,19983
59.39,19165
66.22,18576
66.21,17822
59.85,17137
49.22,19889
47.33,20186
45.7,20274
46.45,19992
46.24,19435
46.63,19778
47.58,20575
46.18,19968
49.46,20530
51.41,21779
55.93,22962
56.31,23805
56.19,23826
56.57,23557
56.08,23278
49.9,22949
48.6,22615
55.74,21732
56.64,20057
58.26,20062
68.35,20483
77.03,20059
77.9,19559
72.64,17687
65.53,14075
64.14,14052
58.47,14328
56.74,14140
54.32,14382
55.37,14199
62.37,13904
63.56,13539
70.71,13449
72.12,13930
71.22,14349
69.59,15702
66.2,16104
57.36,16460
54.8,16541
52.68,16559
52.13,16165
52.67,15836
52.54,15091
52.47,14194
55.85,13813
54.12,14958
52.73,14910
41.79,14057
36.46,20894
33.96,21005
29.98,20195
27.91,19503
33.08,19315
40.94,18327
49.37,14884
56.08,12460
66.95,12960
66.37,14009
67.04,14836
67.83,15242
67.83,15194
68.26,15254
64.57,15031
59.98,14671
58.09,14834
63.49,14835
62.32,14463
64.07,14155
70.14,13076
76.73,12653
72.16,11756
66.08,10539
67.56,10484
66.25,11267
60.82,10257
58.13,9570
58.25,9080
62.59,8128
68.18,7703
70.05,7993
78.46,9037
77.22,11754
74.12,12931
75.29,13740
76.19,14234
75.72,14136
75.46,13870
72.5,13312
71.98,13238
72.5,13391
73.12,12989
77.21,12847
78.79,12585
81.74,12191
75.81,12086
71.71,11008
66.04,8803
63.43,8106
59.9,8687
57.56,8632
54.8,8536
54.64,8346
58.46,7952
60.56,7996
69.36,7686
70.21,8120
67.3,9187
66.89,9899
67.47,10783
63.14,11874
56.37,12644
55.04,12231
54.01,11816
53.95,11712
54.65,11243
57.69,10912
63.78,10814
71.13,11639
69.57,12489
55.27,11757
45.02,5842
39.35,5425
37.22,4857
37.14,5034
36.38,5473
36.55,5662
42.31,6037
49.47,6067
52.01,7144
53.79,9287
52.26,11363
52.35,13255
51.83,14201
52.13,15031
50.57,14870
46.11,14688
49.76,14988
51.26,14405
53.96,13416
55.02,12077
64.26,10398
75.78,9958
77.03,9747
69.08,8620
66.35,8565
62.83,8783
61.93,8368
61.79,8266
61.51,8211
62.41,8237
62.81,7916
63.97,7504
68.67,7393
67.37,7975
66.56,9610
68.08,10381
67.06,10790
65.99,10831
65.41,10739
60.87,10249
59.22,9322
58.9,9132
59.84,8532
57.63,8080
60.87,9088
65.95,10372
63.93,9305
58.94,7842
60.15,14568
60.23,15295
57.27,15672
57.13,16326
54.24,16306
54.2,15713
54.14,16505
50.34,16264
52.44,16402
52.57,16517
52.99,17665
56.22,18019
55.16,17353
55.1,18177
51.47,18979
48.78,18919
47.77,17569
48.27,16874
50.24,16097
52,16487
52.63,17167
65.53,16792
66.56,16263
59.38,16196
65.34,8954
60.19,9088
56.82,9107
56.34,9436
54.86,9792
58.44,10253
61.89,9692
64.91,9541
69.59,9937
69.9,10282
69.12,11056
70.04,11485
69.53,11803
68.96,11868
66.4,11174
61.3,10432
59.19,10446
60.08,11275
60.08,12916
58.99,11933
66.32,11687
71.98,11042
70.95,9534
61.67,8068
61.33,5907
58.69,5895
56.3,4854
55.16,5011
57.11,5769
59.17,6211
62.79,6595
66.14,5945
71.25,5565
70.17,6311
69.47,7648
69.69,8361
69.32,8223
68.35,8237
66.92,8034
62.39,7900
59.25,6980
60.06,5853
60.36,6535
60.13,7129
65.83,7347
70.78,6971
68.12,6283
59.96,6165
58.53,10181
55.27,10235
54.06,10599
53.6,10308
54.49,10028
54.37,9821
59.18,9298
59.47,10051
65.58,11827
65.41,13664
66.75,14449
67.46,15541
65.46,16577
64.2,17109
61.37,16826
55.77,17000
53.25,16801
55.33,16638
56.42,16068
59.38,14663
64.28,13793
69.08,13175
64.85,12602
60.8,10973
62.5,11275
57.74,11228
53.43,12143
51.37,12187
49.08,12587
51.57,12506
56,13138
59.36,12690
66.05,13923
67.24,15303
68.69,16465
69.77,17487
66.34,19020
63.69,19608
56.67,19702
50.78,20247
49.24,20240
48.66,19941
47.81,19148
47.24,18354
49.4,17499
54.26,17463
49.9,16615
43.89,15626
41.23,16026
40.48,16344
39.2,16431
39.17,16032
39.05,15790
40.58,15548
43.47,14766
48.52,14386
60.04,14059
61.36,16207
61.46,18147
63.64,19791
64.64,19904
63.25,19529
61.59,19026
57.11,18411
56.1,18403
56.34,18436
54.89,18089
57.94,17803
60.47,16878
69.62,16118
67.85,14837
60.02,14589
52.24,15305
49.6,15186
43.88,14875
43.75,14697
42.54,14914
41.4,15131
41.52,15340
41.38,15228
44.57,15566
48.28,16271
45.14,18757
45.69,19216
45.94,19016
52.13,18315
49.11,18859
44.48,19894
42.92,20041
42.65,20574
44.29,20602
48.48,19981
44.76,18260
51.76,17505
50.27,17556
43.84,16800
42.56,17560
37.06,17487
33.38,17876
32.5,17799
30.42,17315
32.92,17126
34.77,16848
33.4,16471
39.8,16655
42.06,17388
43.03,17079
46.01,16809
47.8,16202
54.04,15866
51.75,15622
44.77,16261
43.17,16298
42.51,16265
43.42,16320
45.36,16124
52.77,15478
60.68,14575
59.82,14754
52.91,13319
62.18,11794
59.6,12187
56.81,11440
54.09,10841
53.6,10317
59.21,10210
62.39,10173
60.31,10274
66.24,11700
69.42,13353
68.46,14399
69.09,14395
69.06,15248
68.24,15578
67.26,14635
65.02,14163
66.35,13838
66.14,13708
64.98,13681
63.71,13364
64.04,13236
67.27,13425
63.01,13209
59.01,12615
51.97,12948
48.74,12538
45.91,12659
44.57,13372
44.87,13610
44.48,13512
49.1,12654
51.75,12251
51.1,14601
56.88,16295
59.22,17204
60.61,17865
63.26,17744
63.5,17432
60.93,16889
58.74,17336
57.91,18440
57.72,18319
53.77,18047
51.12,18523
50.91,18170
58.32,17673
54.14,16804
51.17,14538
51.82,14062
48.73,13783
48.13,13210
47.3,12250
47.03,11540
50.53,10818
55.21,9680
59.72,10044
68.82,11512
67.94,13958
61.43,15889
61.57,17066
60.92,17419
60.93,17584
60.08,17227
58.84,16398
57.13,15898
57.43,15727
57.83,15220
57.69,14781
60.2,14453
62.12,14441
59.88,13960
57.21,12589
52.97,12887
47.03,13377
44.23,13438
44.59,13196
43.81,12558
44.5,12159
53.06,11229
51.57,13046
57.55,15019
57.49,16887
56.56,17623
61.97,17369
65.92,17327
65.33,17360
61.52,17148
59.09,17296
59.03,17095
57.51,17726
57.9,18047
54.22,18677
54.36,18513
58.29,18067
54.91,17663
55.18,14740
54.18,15390
48.73,15107
48.45,14574
46.17,14354
45.99,14633
48.19,14416
54.08,13058
56.03,12210
57.52,14787
57.97,17172
57.24,18553
59.06,19357
59.48,19752
60.36,19553
59.69,18911
57.73,18750
57.7,18461
57.44,18183
58.74,17191
58.47,17386
59.74,16628
62.49,15746
60.65,15568
56.46,14974
49.16,15366
43.15,14854
42.76,14811
41.83,14503
42.23,14220
42.72,13818
43.53,13734
42.55,13491
49.37,14198
50.9,14838
53.43,16505
54.87,17402
55.54,17378
56.21,16870
52.62,16510
48.13,16815
44.49,16802
41.94,16810
42.71,16872
42.85,16986
46.29,16482
52.23,15873
51.16,15572
45.6,14983
42.18,14430
39.79,14887
38.31,14270
40.03,13398
40.61,12574
41.6,12333
41.02,12424
40.05,12510
41.64,12725
43.63,13013
43.5,13481
49.43,13535
52.04,13780
53.23,13599
52.59,13888
44.4,14757
42.5,14463
42.33,14309
43.09,14471
43.2,14440
49.17,13599
55.68,13106
58.12,12708
52.9,11505
53.72,10632
51.52,10351
50.97,10250
49.57,10256
49.26,10128
50.65,9754
54.26,8662
56.12,9228
60.33,11274
60.84,13393
63.17,14560
65.34,15022
67.44,15542
67.12,15538
66.49,15012
64.48,14741
62.56,15010
63.72,15052
63.45,14625
61.68,14973
63.11,15005
67.26,14422
65.94,13888
60.75,12338
59.16,11535
54.14,10859
50.52,10989
49.64,11281
49.84,11511
51.86,11558
53.81,11470
56.66,11863
61.89,12571
63.55,14623
63.11,15936
64.1,16781
64.1,17389
63.05,17934
61.47,17964
60.22,17685
60.18,17818
60.64,18036
60.14,17587
59.05,17006
60.33,16463
64.36,16061
62.54,15845
56.3,14223
56.08,14206
49.81,14896
47.48,15012
46.72,15194
45.83,15358
47.01,15040
49.57,14277
58.37,13084
62.88,12864
63.24,14436
62.33,16547
64.92,16539
66.03,16598
66.85,16512
65.46,15900
64.07,15873
64.12,15829
64.13,15647
64.51,15541
64.25,15208
64.19,14735
67.12,14083
65.37,13921
61.36,12157
60.22,11808
57.82,11959
55.66,11365
54.54,11041
54.32,10693
56.1,10210
60.86,10018
62.36,9776
65.46,10852
66.21,12971
66.91,14490
68.48,15029
68.79,15589
68.55,15420
66.79,14729
65.06,14899
64.54,14861
64.62,14734
65.42,14209
64.85,13555
64.87,12956
68.64,13064
67.22,12823
63.27,12132
59.88,11332
55.79,11151
54.3,10601
55.07,10703
55.74,10430
59.84,9874
61.38,9565
63.72,9498
67.95,10551
70.47,11671
